Series Code,Country Name,Country Code,Year,GDP
NY.GDP.MKTP.CD,Czech Republic,CZE,1975,NA
NY.GDP.MKTP.CD,Denmark,DNK,1975,40474400473
NY.GDP.MKTP.CD,Djibouti,DJI,1975,NA
NY.GDP.MKTP.CD,Dominica,DMA,1975,NA
NY.GDP.MKTP.CD,Dominican Republic,DOM,1975,3599300100
NY.GDP.MKTP.CD,Ecuador,ECU,1975,7731677257
NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,1975,11437965585
NY.GDP.MKTP.CD,El Salvador,SLV,1975,1884120100
NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,1975,104295643.4
NY.GDP.MKTP.CD,Eritrea,ERI,1975,NA
NY.GDP.MKTP.CD,Estonia,EST,1975,NA
NY.GDP.MKTP.CD,Eswatini,SWZ,1975,288302907.4
NY.GDP.MKTP.CD,Ethiopia,ETH,1975,NA
NY.GDP.MKTP.CD,Fiji,FJI,1975,684268280.8
NY.GDP.MKTP.CD,Finland,FIN,1975,29494515597
NY.GDP.MKTP.CD,France,FRA,1975,3.61E+11
NY.GDP.MKTP.CD,French Polynesia,PYF,1975,690319754.9
NY.GDP.MKTP.CD,Gabon,GAB,1975,2157592937
NY.GDP.MKTP.CD,"Gambia, The",GMB,1975,115182522.1
NY.GDP.MKTP.CD,Georgia,GEO,1975,NA
NY.GDP.MKTP.CD,Germany,DEU,1975,4.89E+11
NY.GDP.MKTP.CD,Ghana,GHA,1975,2810106383
NY.GDP.MKTP.CD,Gibraltar,GIB,1975,NA
NY.GDP.MKTP.CD,Greece,GRC,1975,28525872476
NY.GDP.MKTP.CD,Greenland,GRL,1975,211194305.7
NY.GDP.MKTP.CD,Grenada,GRD,1975,NA
NY.GDP.MKTP.CD,Guatemala,GTM,1975,3645900000
NY.GDP.MKTP.CD,Guinea,GIN,1975,NA
NY.GDP.MKTP.CD,Guinea-Bissau,GNB,1975,108985740.2
NY.GDP.MKTP.CD,Guyana,GUY,1975,494791666.7
NY.GDP.MKTP.CD,Haiti,HTI,1975,NA
NY.GDP.MKTP.CD,Honduras,HND,1975,1.12E+09
NY.GDP.MKTP.CD,Hungary,HUN,1975,NA
NY.GDP.MKTP.CD,Iceland,ISL,1975,1386032921
NY.GDP.MKTP.CD,India,IND,1975,97159222024
NY.GDP.MKTP.CD,Indonesia,IDN,1975,30463855422
NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,1975,51776222350
NY.GDP.MKTP.CD,Iraq,IRQ,1975,13458516763
NY.GDP.MKTP.CD,Ireland,IRL,1975,9495166028
NY.GDP.MKTP.CD,Isle of Man,IMN,1975,NA
NY.GDP.MKTP.CD,Israel,ISR,1975,15353833333
NY.GDP.MKTP.CD,Italy,ITA,1975,2.27E+11
NY.GDP.MKTP.CD,Jamaica,JAM,1975,2860411286
NY.GDP.MKTP.CD,Japan,JPN,1975,5.22E+11
NY.GDP.MKTP.CD,Jordan,JOR,1975,1363039400
NY.GDP.MKTP.CD,Kazakhstan,KAZ,1975,NA
NY.GDP.MKTP.CD,Kenya,KEN,1975,3259344936
NY.GDP.MKTP.CD,Kiribati,KIR,1975,55081816.99
NY.GDP.MKTP.CD,"Korea, Dem. People_验s Rep.",PRK,1975,NA
NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1975,21704752066
NY.GDP.MKTP.CD,Kuwait,KWT,1975,12024138276
NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1975,NA
NY.GDP.MKTP.CD,Lao PDR,LAO,1975,NA
NY.GDP.MKTP.CD,Latvia,LVA,1975,NA
NY.GDP.MKTP.CD,Lebanon,LBN,1975,NA
NY.GDP.MKTP.CD,Lesotho,LSO,1975,149560513.9
NY.GDP.MKTP.CD,Liberia,LBR,1975,577549300
NY.GDP.MKTP.CD,Libya,LBY,1975,NA
NY.GDP.MKTP.CD,Liechtenstein,LIE,1975,246387479.2
NY.GDP.MKTP.CD,Lithuania,LTU,1975,NA
NY.GDP.MKTP.CD,"Macao SAR, China",MAC,1975,NA
NY.GDP.MKTP.CD,"Macedonia, FYR",MKD,1975,NA
NY.GDP.MKTP.CD,Madagascar,MDG,1975,2283049233
NY.GDP.MKTP.CD,Malawi,MWI,1975,613220652.9
NY.GDP.MKTP.CD,Malaysia,MYS,1975,9298800799
NY.GDP.MKTP.CD,Maldives,MDV,1975,NA
NY.GDP.MKTP.CD,Mali,MLI,1975,830710615.2
NY.GDP.MKTP.CD,Malta,MLT,1975,474620439.6
NY.GDP.MKTP.CD,Marshall Islands,MHL,1975,NA
NY.GDP.MKTP.CD,Mauritania,MRT,1975,475916514.7
NY.GDP.MKTP.CD,Mauritius,MUS,1975,NA
NY.GDP.MKTP.CD,Mexico,MEX,1975,8.80E+10
NY.GDP.MKTP.CD,Moldova,MDA,1975,NA
NY.GDP.MKTP.CD,Monaco,MCO,1975,711922994.2
NY.GDP.MKTP.CD,Mongolia,MNG,1975,NA
NY.GDP.MKTP.CD,Morocco,MAR,1975,8984824183
NY.GDP.MKTP.CD,Mozambique,MOZ,1975,NA
NY.GDP.MKTP.CD,Namibia,NAM,1975,NA
NY.GDP.MKTP.CD,Nepal,NPL,1975,1575789254
NY.GDP.MKTP.CD,Netherlands,NLD,1975,98970041042
NY.GDP.MKTP.CD,New Caledonia,NCL,1975,816647865.8
NY.GDP.MKTP.CD,New Zealand,NZL,1975,12995256381
NY.GDP.MKTP.CD,Nicaragua,NIC,1975,NA
NY.GDP.MKTP.CD,Niger,NER,1975,1048690933
NY.GDP.MKTP.CD,Nigeria,NGA,1975,27778934625
NY.GDP.MKTP.CD,Norway,NOR,1975,32877805200
NY.GDP.MKTP.CD,Oman,OMN,1975,2096699189
NY.GDP.MKTP.CD,Pakistan,PAK,1975,11340000242
NY.GDP.MKTP.CD,Panama,PAN,1975,2435304100
NY.GDP.MKTP.CD,Papua New Guinea,PNG,1975,1356591177
NY.GDP.MKTP.CD,Paraguay,PRY,1975,1351889403
NY.GDP.MKTP.CD,Peru,PER,1975,16877163792
NY.GDP.MKTP.CD,Philippines,PHL,1975,14893969288
NY.GDP.MKTP.CD,Poland,POL,1975,NA
NY.GDP.MKTP.CD,Portugal,PRT,1975,19349512941
NY.GDP.MKTP.CD,Puerto Rico,PRI,1975,8198300000
NY.GDP.MKTP.CD,Qatar,QAT,1975,2512784033
NY.GDP.MKTP.CD,Romania,ROU,1975,NA
NY.GDP.MKTP.CD,Russian Federation,RUS,1975,NA
NY.GDP.MKTP.CD,Rwanda,RWA,1975,571863295.7
NY.GDP.MKTP.CD,Samoa,WSM,1975,NA
NY.GDP.MKTP.CD,Saudi Arabia,SAU,1975,46773368206
NY.GDP.MKTP.CD,Senegal,SEN,1975,2235746645
NY.GDP.MKTP.CD,Serbia,SRB,1975,NA
NY.GDP.MKTP.CD,Seychelles,SYC,1975,47803145.96
NY.GDP.MKTP.CD,Sierra Leone,SLE,1975,679335901.1
NY.GDP.MKTP.CD,Singapore,SGP,1975,5633386680
NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,1975,NA
NY.GDP.MKTP.CD,Slovak Republic,SVK,1975,NA
NY.GDP.MKTP.CD,Slovenia,SVN,1975,NA
NY.GDP.MKTP.CD,Solomon Islands,SLB,1975,74617096.48
NY.GDP.MKTP.CD,South Africa,ZAF,1975,38114942529
NY.GDP.MKTP.CD,Spain,ESP,1975,1.14E+11
NY.GDP.MKTP.CD,Sri Lanka,LKA,1975,3791298146
NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,1975,33364055.3
NY.GDP.MKTP.CD,St. Lucia,LCA,1975,NA
NY.GDP.MKTP.CD,St. Martin (French part),MAF,1975,NA
NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,1975,33237164.72
NY.GDP.MKTP.CD,Sudan,SDN,1975,5.60E+09
NY.GDP.MKTP.CD,Suriname,SUR,1975,4.65E+08
NY.GDP.MKTP.CD,Sweden,SWE,1975,81716751698
NY.GDP.MKTP.CD,Switzerland,CHE,1975,NA
NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,1975,6826980767
NY.GDP.MKTP.CD,Tajikistan,TJK,1975,NA
NY.GDP.MKTP.CD,Tanzania,TZA,1975,NA
NY.GDP.MKTP.CD,Thailand,THA,1975,14882747955
NY.GDP.MKTP.CD,Togo,TGO,1975,617321669.4
NY.GDP.MKTP.CD,Tonga,TON,1975,32506741.72
NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,1975,2442667573
NY.GDP.MKTP.CD,Tunisia,TUN,1975,4328610490
NY.GDP.MKTP.CD,Turkey,TUR,1975,44633707243
NY.GDP.MKTP.CD,Turkmenistan,TKM,1975,NA
NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,1975,NA
NY.GDP.MKTP.CD,Tuvalu,TUV,1975,NA
NY.GDP.MKTP.CD,Uganda,UGA,1975,2359555556
NY.GDP.MKTP.CD,Ukraine,UKR,1975,NA
NY.GDP.MKTP.CD,United Arab Emirates,ARE,1975,14720672507
NY.GDP.MKTP.CD,United Kingdom,GBR,1975,2.42E+11
NY.GDP.MKTP.CD,United States,USA,1975,1.69E+12
NY.GDP.MKTP.CD,Uruguay,URY,1975,3538283322
NY.GDP.MKTP.CD,Uzbekistan,UZB,1975,NA
NY.GDP.MKTP.CD,Vanuatu,VUT,1975,NA
NY.GDP.MKTP.CD,"Venezuela, RB",VEN,1975,31303581395
NY.GDP.MKTP.CD,Vietnam,VNM,1975,NA
NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,1975,399800000
NY.GDP.MKTP.CD,West Bank and Gaza,PSE,1975,NA
NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,1975,NA
NY.GDP.MKTP.CD,Zambia,ZMB,1975,2618666667
NY.GDP.MKTP.CD,Zimbabwe,ZWE,1975,4371300700
NY.GDP.MKTP.CD,Arab World,ARB,1975,1.16E+11
NY.GDP.MKTP.CD,Caribbean small states,CSS,1975,7747613323
NY.GDP.MKTP.CD,North America,NAC,1975,1.86E+12
NY.GDP.MKTP.CD,Not classified,INX,1975,NA
NY.GDP.MKTP.CD,Other small states,OSS,1975,13400661893
NY.GDP.MKTP.CD,Pacific island small states,PSS,1975,1131300668
NY.GDP.MKTP.CD,Small states,SST,1975,23030697695
NY.GDP.MKTP.CD,Afghanistan,AFG,1976,2555555567
NY.GDP.MKTP.CD,Albania,ALB,1976,NA
NY.GDP.MKTP.CD,Algeria,DZA,1976,17728347375
NY.GDP.MKTP.CD,Andorra,AND,1976,227281024.6
NY.GDP.MKTP.CD,Angola,AGO,1976,NA
NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,1976,NA
NY.GDP.MKTP.CD,Argentina,ARG,1976,51169499891
NY.GDP.MKTP.CD,Armenia,ARM,1976,NA
NY.GDP.MKTP.CD,Australia,AUS,1976,1.05E+11
NY.GDP.MKTP.CD,Austria,AUT,1976,42959976068
NY.GDP.MKTP.CD,Azerbaijan,AZE,1976,NA
NY.GDP.MKTP.CD,"Bahamas, The",BHS,1976,642100000
NY.GDP.MKTP.CD,Bahrain,BHR,1976,NA
NY.GDP.MKTP.CD,Bangladesh,BGD,1976,10117113333
NY.GDP.MKTP.CD,Barbados,BRB,1976,515665506.1
NY.GDP.MKTP.CD,Belarus,BLR,1976,NA
NY.GDP.MKTP.CD,Belgium,BEL,1976,71494539498
NY.GDP.MKTP.CD,Belize,BLZ,1976,96905829.6
NY.GDP.MKTP.CD,Benin,BEN,1976,698408244.4
NY.GDP.MKTP.CD,Bermuda,BMU,1976,386300000
NY.GDP.MKTP.CD,Bhutan,BTN,1976,NA
NY.GDP.MKTP.CD,Bolivia,BOL,1976,2732083958
NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,1976,NA
NY.GDP.MKTP.CD,Botswana,BWA,1976,372010119.6
NY.GDP.MKTP.CD,Brazil,BRA,1976,1.53E+11
NY.GDP.MKTP.CD,British Virgin Islands,VGB,1976,NA
NY.GDP.MKTP.CD,Brunei Darussalam,BRN,1976,1423061357
NY.GDP.MKTP.CD,Bulgaria,BGR,1976,NA
NY.GDP.MKTP.CD,Burkina Faso,BFA,1976,976547572.2
NY.GDP.MKTP.CD,Burundi,BDI,1976,448412753.6
NY.GDP.MKTP.CD,Cabo Verde,CPV,1976,NA
NY.GDP.MKTP.CD,Cambodia,KHM,1976,NA
NY.GDP.MKTP.CD,Cameroon,CMR,1976,3076592431
NY.GDP.MKTP.CD,Canada,CAN,1976,2.07E+11
NY.GDP.MKTP.CD,Chad,TCD,1976,866044961
NY.GDP.MKTP.CD,Chile,CHL,1976,10341925249
NY.GDP.MKTP.CD,China,CHN,1976,1.54E+11
NY.GDP.MKTP.CD,Colombia,COL,1976,15341403660
NY.GDP.MKTP.CD,Comoros,COM,1976,NA
NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,1976,9648583225
NY.GDP.MKTP.CD,"Congo, Rep.",COG,1976,754549600.5
NY.GDP.MKTP.CD,Costa Rica,CRI,1976,2412555426
NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,1976,4662053708
NY.GDP.MKTP.CD,Croatia,HRV,1976,NA
NY.GDP.MKTP.CD,Cuba,CUB,1976,13789579903
NY.GDP.MKTP.CD,Curacao,CUW,1976,NA
NY.GDP.MKTP.CD,Cyprus,CYP,1976,576090073.7
NY.GDP.MKTP.CD,Czech Republic,CZE,1976,NA
NY.GDP.MKTP.CD,Denmark,DNK,1976,44575847808
NY.GDP.MKTP.CD,Djibouti,DJI,1976,NA
NY.GDP.MKTP.CD,Dominica,DMA,1976,NA
NY.GDP.MKTP.CD,Dominican Republic,DOM,1976,3951399900
NY.GDP.MKTP.CD,Ecuador,ECU,1976,9091924305
NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,1976,13360476862
NY.GDP.MKTP.CD,El Salvador,SLV,1976,2328280100
NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,1976,103653049.9
NY.GDP.MKTP.CD,Eritrea,ERI,1976,NA
NY.GDP.MKTP.CD,Estonia,EST,1976,NA
NY.GDP.MKTP.CD,Eswatini,SWZ,1976,272539098.4
NY.GDP.MKTP.CD,Ethiopia,ETH,1976,NA
NY.GDP.MKTP.CD,Fiji,FJI,1976,694552411.7
NY.GDP.MKTP.CD,Finland,FIN,1976,31873171719
NY.GDP.MKTP.CD,France,FRA,1976,3.72E+11
NY.GDP.MKTP.CD,French Polynesia,PYF,1976,732286143.3
NY.GDP.MKTP.CD,Gabon,GAB,1976,3009409971
NY.GDP.MKTP.CD,"Gambia, The",GMB,1976,112189468.5
NY.GDP.MKTP.CD,Georgia,GEO,1976,NA
NY.GDP.MKTP.CD,Germany,DEU,1976,5.18E+11
NY.GDP.MKTP.CD,Ghana,GHA,1976,2765254237
NY.GDP.MKTP.CD,Gibraltar,GIB,1976,NA
NY.GDP.MKTP.CD,Greece,GRC,1976,31152840485
NY.GDP.MKTP.CD,Greenland,GRL,1976,240780413.6
NY.GDP.MKTP.CD,Grenada,GRD,1976,NA
NY.GDP.MKTP.CD,Guatemala,GTM,1976,4365300200
NY.GDP.MKTP.CD,Guinea,GIN,1976,NA
NY.GDP.MKTP.CD,Guinea-Bissau,GNB,1976,112386489
NY.GDP.MKTP.CD,Guyana,GUY,1976,454440000
NY.GDP.MKTP.CD,Haiti,HTI,1976,NA
NY.GDP.MKTP.CD,Honduras,HND,1976,1347999950
NY.GDP.MKTP.CD,Hungary,HUN,1976,NA
NY.GDP.MKTP.CD,Iceland,ISL,1976,1644755723
NY.GDP.MKTP.CD,India,IND,1976,1.01E+11
NY.GDP.MKTP.CD,Indonesia,IDN,1976,37269156627
NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,1976,68055295080
NY.GDP.MKTP.CD,Iraq,IRQ,1976,17754825601
NY.GDP.MKTP.CD,Ireland,IRL,1976,9465078404
NY.GDP.MKTP.CD,Isle of Man,IMN,1976,NA
NY.GDP.MKTP.CD,Israel,ISR,1976,15176875000
NY.GDP.MKTP.CD,Italy,ITA,1976,2.24E+11
NY.GDP.MKTP.CD,Jamaica,JAM,1976,2966010230
NY.GDP.MKTP.CD,Japan,JPN,1976,5.86E+11
NY.GDP.MKTP.CD,Jordan,JOR,1976,1708734940
NY.GDP.MKTP.CD,Kazakhstan,KAZ,1976,NA
NY.GDP.MKTP.CD,Kenya,KEN,1976,3474542392
NY.GDP.MKTP.CD,Kiribati,KIR,1976,41109617.5
NY.GDP.MKTP.CD,"Korea, Dem. People_验s Rep.",PRK,1976,NA
NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1976,29779338843
NY.GDP.MKTP.CD,Kuwait,KWT,1976,13131668947
NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1976,NA
NY.GDP.MKTP.CD,Lao PDR,LAO,1976,NA
NY.GDP.MKTP.CD,Latvia,LVA,1976,NA
NY.GDP.MKTP.CD,Lebanon,LBN,1976,NA
NY.GDP.MKTP.CD,Lesotho,LSO,1976,147654093.8
NY.GDP.MKTP.CD,Liberia,LBR,1976,596675700
NY.GDP.MKTP.CD,Libya,LBY,1976,NA
NY.GDP.MKTP.CD,Liechtenstein,LIE,1976,272493879
NY.GDP.MKTP.CD,Lithuania,LTU,1976,NA
NY.GDP.MKTP.CD,"Macao SAR, China",MAC,1976,NA
NY.GDP.MKTP.CD,"Macedonia, FYR",MKD,1976,NA
NY.GDP.MKTP.CD,Madagascar,MDG,1976,2181844194
NY.GDP.MKTP.CD,Malawi,MWI,1976,670317634.2
NY.GDP.MKTP.CD,Malaysia,MYS,1976,11050125905
NY.GDP.MKTP.CD,Maldives,MDV,1976,NA
NY.GDP.MKTP.CD,Mali,MLI,1976,939227993.7
NY.GDP.MKTP.CD,Malta,MLT,1976,527936988.8
NY.GDP.MKTP.CD,Marshall Islands,MHL,1976,NA
NY.GDP.MKTP.CD,Mauritania,MRT,1976,524407931.9
NY.GDP.MKTP.CD,Mauritius,MUS,1976,706991274.4
NY.GDP.MKTP.CD,Mexico,MEX,1976,89025974026
NY.GDP.MKTP.CD,Moldova,MDA,1976,NA
NY.GDP.MKTP.CD,Monaco,MCO,1976,735339911.9
NY.GDP.MKTP.CD,Mongolia,MNG,1976,NA
NY.GDP.MKTP.CD,Morocco,MAR,1976,9584323309
NY.GDP.MKTP.CD,Mozambique,MOZ,1976,NA
NY.GDP.MKTP.CD,Namibia,NAM,1976,NA
NY.GDP.MKTP.CD,Nepal,NPL,1976,1452792989
NY.GDP.MKTP.CD,Netherlands,NLD,1976,1.08E+11
NY.GDP.MKTP.CD,New Caledonia,NCL,1976,798310509.6
NY.GDP.MKTP.CD,New Zealand,NZL,1976,13612626656
NY.GDP.MKTP.CD,Nicaragua,NIC,1976,NA
NY.GDP.MKTP.CD,Niger,NER,1976,1064517575
NY.GDP.MKTP.CD,Nigeria,NGA,1976,36308883249
NY.GDP.MKTP.CD,Norway,NOR,1976,35942270686
NY.GDP.MKTP.CD,Oman,OMN,1976,2560220035
NY.GDP.MKTP.CD,Pakistan,PAK,1976,13338484980
NY.GDP.MKTP.CD,Panama,PAN,1976,2588106000
NY.GDP.MKTP.CD,Papua New Guinea,PNG,1976,1511856584
NY.GDP.MKTP.CD,Paraguay,PRY,1976,1540820245
NY.GDP.MKTP.CD,Peru,PER,1976,15947709380
NY.GDP.MKTP.CD,Philippines,PHL,1976,17097563270
NY.GDP.MKTP.CD,Poland,POL,1976,NA
NY.GDP.MKTP.CD,Portugal,PRT,1976,20334835544
NY.GDP.MKTP.CD,Puerto Rico,PRI,1976,8968600000
NY.GDP.MKTP.CD,Qatar,QAT,1976,3284301332
NY.GDP.MKTP.CD,Romania,ROU,1976,NA
NY.GDP.MKTP.CD,Russian Federation,RUS,1976,NA
NY.GDP.MKTP.CD,Rwanda,RWA,1976,637754162.1
NY.GDP.MKTP.CD,Samoa,WSM,1976,NA
NY.GDP.MKTP.CD,Saudi Arabia,SAU,1976,64005665722
NY.GDP.MKTP.CD,Senegal,SEN,1976,2266860656
NY.GDP.MKTP.CD,Serbia,SRB,1976,NA
NY.GDP.MKTP.CD,Seychelles,SYC,1976,49278979.55
NY.GDP.MKTP.CD,Sierra Leone,SLE,1976,594895672.3
NY.GDP.MKTP.CD,Singapore,SGP,1976,6326445410
NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,1976,NA
NY.GDP.MKTP.CD,Slovak Republic,SVK,1976,NA
NY.GDP.MKTP.CD,Slovenia,SVN,1976,NA
NY.GDP.MKTP.CD,Solomon Islands,SLB,1976,83099107.91
NY.GDP.MKTP.CD,South Africa,ZAF,1976,36601885925
NY.GDP.MKTP.CD,Spain,ESP,1976,1.18E+11
NY.GDP.MKTP.CD,Sri Lanka,LKA,1976,3591319857
NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,1976,30095602.29
NY.GDP.MKTP.CD,St. Lucia,LCA,1976,NA
NY.GDP.MKTP.CD,St. Martin (French part),MAF,1976,NA
NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,1976,32792480.97
NY.GDP.MKTP.CD,Sudan,SDN,1976,6979333333
NY.GDP.MKTP.CD,Suriname,SUR,1976,505500000
NY.GDP.MKTP.CD,Sweden,SWE,1976,88102107647
NY.GDP.MKTP.CD,Switzerland,CHE,1976,NA
NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,1976,7633528921
NY.GDP.MKTP.CD,Tajikistan,TJK,1976,NA
NY.GDP.MKTP.CD,Tanzania,TZA,1976,NA
NY.GDP.MKTP.CD,Thailand,THA,1976,16985211146
NY.GDP.MKTP.CD,Togo,TGO,1976,619375134.2
NY.GDP.MKTP.CD,Tonga,TON,1976,30036416.96
NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,1976,2500410584
NY.GDP.MKTP.CD,Tunisia,TUN,1976,4507929104
NY.GDP.MKTP.CD,Turkey,TUR,1976,51280134554
NY.GDP.MKTP.CD,Turkmenistan,TKM,1976,NA
NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,1976,NA
NY.GDP.MKTP.CD,Tuvalu,TUV,1976,NA
NY.GDP.MKTP.CD,Uganda,UGA,1976,2447300000
NY.GDP.MKTP.CD,Ukraine,UKR,1976,NA
NY.GDP.MKTP.CD,United Arab Emirates,ARE,1976,19213022691
NY.GDP.MKTP.CD,United Kingdom,GBR,1976,2.33E+11
NY.GDP.MKTP.CD,United States,USA,1976,1.88E+12
NY.GDP.MKTP.CD,Uruguay,URY,1976,3667161241
NY.GDP.MKTP.CD,Uzbekistan,UZB,1976,NA
NY.GDP.MKTP.CD,Vanuatu,VUT,1976,NA
NY.GDP.MKTP.CD,"Venezuela, RB",VEN,1976,36187023256
NY.GDP.MKTP.CD,Vietnam,VNM,1976,NA
NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,1976,4.40E+08
NY.GDP.MKTP.CD,West Bank and Gaza,PSE,1976,NA
NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,1976,NA
NY.GDP.MKTP.CD,Zambia,ZMB,1976,2746714286
NY.GDP.MKTP.CD,Zimbabwe,ZWE,1976,4318372000
NY.GDP.MKTP.CD,Arab World,ARB,1976,1.45E+11
NY.GDP.MKTP.CD,Caribbean small states,CSS,1976,7978842507
NY.GDP.MKTP.CD,North America,NAC,1976,2.08E+12
NY.GDP.MKTP.CD,Not classified,INX,1976,NA
NY.GDP.MKTP.CD,Other small states,OSS,1976,16660726033
NY.GDP.MKTP.CD,Pacific island small states,PSS,1976,1134406151
NY.GDP.MKTP.CD,Small states,SST,1976,26283614742
NY.GDP.MKTP.CD,Afghanistan,AFG,1977,2953333418
NY.GDP.MKTP.CD,Albania,ALB,1977,NA
NY.GDP.MKTP.CD,Algeria,DZA,1977,20971901273
NY.GDP.MKTP.CD,Andorra,AND,1977,254020153.3
NY.GDP.MKTP.CD,Angola,AGO,1977,NA
NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,1977,77496740.74
NY.GDP.MKTP.CD,Argentina,ARG,1977,56781000101
NY.GDP.MKTP.CD,Armenia,ARM,1977,NA
NY.GDP.MKTP.CD,Australia,AUS,1977,1.10E+11
NY.GDP.MKTP.CD,Austria,AUT,1977,51545759221
NY.GDP.MKTP.CD,Azerbaijan,AZE,1977,NA
NY.GDP.MKTP.CD,"Bahamas, The",BHS,1977,7.13E+08
NY.GDP.MKTP.CD,Bahrain,BHR,1977,NA
NY.GDP.MKTP.CD,Bangladesh,BGD,1977,9651149302
NY.GDP.MKTP.CD,Barbados,BRB,1977,585680637.1
NY.GDP.MKTP.CD,Belarus,BLR,1977,NA
NY.GDP.MKTP.CD,Belgium,BEL,1977,83283328419
NY.GDP.MKTP.CD,Belize,BLZ,1977,117650000
NY.GDP.MKTP.CD,Benin,BEN,1977,750049739.2
NY.GDP.MKTP.CD,Bermuda,BMU,1977,4.47E+08
NY.GDP.MKTP.CD,Bhutan,BTN,1977,NA
NY.GDP.MKTP.CD,Bolivia,BOL,1977,3227436282
NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,1977,NA
NY.GDP.MKTP.CD,Botswana,BWA,1977,451603325.4
NY.GDP.MKTP.CD,Brazil,BRA,1977,1.76E+11
NY.GDP.MKTP.CD,British Virgin Islands,VGB,1977,NA
NY.GDP.MKTP.CD,Brunei Darussalam,BRN,1977,1732721161
NY.GDP.MKTP.CD,Bulgaria,BGR,1977,NA
NY.GDP.MKTP.CD,Burkina Faso,BFA,1977,1131225279
NY.GDP.MKTP.CD,Burundi,BDI,1977,547535555.6
NY.GDP.MKTP.CD,Cabo Verde,CPV,1977,NA
NY.GDP.MKTP.CD,Cambodia,KHM,1977,NA
NY.GDP.MKTP.CD,Cameroon,CMR,1977,3366368665
NY.GDP.MKTP.CD,Canada,CAN,1977,2.12E+11
NY.GDP.MKTP.CD,Chad,TCD,1977,935360466.4
NY.GDP.MKTP.CD,Chile,CHL,1977,13962893422
NY.GDP.MKTP.CD,China,CHN,1977,1.75E+11
NY.GDP.MKTP.CD,Colombia,COL,1977,19470960619
NY.GDP.MKTP.CD,Comoros,COM,1977,NA
NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,1977,12344424764
NY.GDP.MKTP.CD,"Congo, Rep.",COG,1977,765224030.6
NY.GDP.MKTP.CD,Costa Rica,CRI,1977,3072427013
NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,1977,6265067858
NY.GDP.MKTP.CD,Croatia,HRV,1977,NA
NY.GDP.MKTP.CD,Cuba,CUB,1977,14206158675
NY.GDP.MKTP.CD,Curacao,CUW,1977,NA
NY.GDP.MKTP.CD,Cyprus,CYP,1977,734887974
NY.GDP.MKTP.CD,Czech Republic,CZE,1977,NA
NY.GDP.MKTP.CD,Denmark,DNK,1977,49784281716
NY.GDP.MKTP.CD,Djibouti,DJI,1977,NA
NY.GDP.MKTP.CD,Dominica,DMA,1977,36370370.37
NY.GDP.MKTP.CD,Dominican Republic,DOM,1977,4587100200
NY.GDP.MKTP.CD,Ecuador,ECU,1977,11026346590
NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,1977,14636028767
NY.GDP.MKTP.CD,El Salvador,SLV,1977,2941640100
NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,1977,103987520.1
NY.GDP.MKTP.CD,Eritrea,ERI,1977,NA
NY.GDP.MKTP.CD,Estonia,EST,1977,NA
NY.GDP.MKTP.CD,Eswatini,SWZ,1977,304047838.1
NY.GDP.MKTP.CD,Ethiopia,ETH,1977,NA
NY.GDP.MKTP.CD,Fiji,FJI,1977,719533137.1
NY.GDP.MKTP.CD,Finland,FIN,1977,33524682308
NY.GDP.MKTP.CD,France,FRA,1977,4.10E+11
NY.GDP.MKTP.CD,French Polynesia,PYF,1977,793193187.4
