Country,Year,Population
LBN,1967,2174845
LBN,1968,2210959
LBN,1969,2250602
LBN,1970,2297389
LBN,1971,2353555
LBN,1972,2416735
LBN,1973,2480419
LBN,1974,2535497
LBN,1975,2575690
LBN,1976,2598354
LBN,1977,2606221
LBN,1978,2604865
LBN,1979,2602566
LBN,1980,2605293
LBN,1981,2615747
LBN,1982,2632276
LBN,1983,2651292
LBN,1984,2667220
LBN,1985,2676583
LBN,1986,2677280
LBN,1987,2672173
LBN,1988,2668585
LBN,1989,2676605
LBN,1990,2703016
LBN,1991,2752462
LBN,1992,2821862
LBN,1993,2900854
LBN,1994,2974640
LBN,1995,3033394
LBN,1996,3070960
LBN,1997,3092670
LBN,1998,3113951
LBN,1999,3156646
LBN,2000,3235366
LBN,2001,3359859
LBN,2002,3522837
LBN,2003,3701464
LBN,2004,3863267
LBN,2005,3986852
LBN,2006,4057350
LBN,2007,4086466
LBN,2008,4111047
LBN,2009,4183156
LBN,2010,4337141
LBN,2011,4588368
LBN,2012,4916404
LBN,2013,5276102
LBN,2014,5603279
LBN,2015,5851479
LBN,2016,6006668
LBN,2017,6082357
LBR,1960,1120313
LBR,1961,1144986
LBR,1962,1170480
LBR,1963,1196890
LBR,1964,1224344
LBR,1965,1252972
LBR,1966,1282814
LBR,1967,1313941
LBR,1968,1346491
LBR,1969,1380637
LBR,1970,1416529
LBR,1971,1454198
LBR,1972,1493711
LBR,1973,1535229
LBR,1974,1578952
LBR,1975,1625013
LBR,1976,1672300
LBR,1977,1720489
LBR,1978,1771256
LBR,1979,1826881
LBR,1980,1888314
LBR,1981,1957456
LBR,1982,2031850
LBR,1983,2102911
LBR,1984,2159089
LBR,1985,2192555
LBR,1986,2201833
LBR,1987,2191023
LBR,1988,2165090
LBR,1989,2131525
LBR,1990,2097232
LBR,1991,2060267
LBR,1992,2022729
LBR,1993,2000248
LBR,1994,2012885
LBR,1995,2073482
LBR,1996,2191179
LBR,1997,2358469
LBR,1998,2551062
LBR,1999,2734518
LBR,2000,2884522
LBR,2001,2991132
LBR,2002,3062863
LBR,2003,3116233
LBR,2004,3176414
LBR,2005,3261230
LBR,2006,3375838
LBR,2007,3512932
LBR,2008,3662993
LBR,2009,3811528
LBR,2010,3948125
LBR,2011,4070167
LBR,2012,4181563
LBR,2013,4286291
LBR,2014,4390737
LBR,2015,4499621
LBR,2016,4613823
LBR,2017,4731906
LBY,1960,1448417
LBY,1961,1498071
LBY,1962,1550813
LBY,1963,1607171
LBY,1964,1667825
LBY,1965,1733306
LBY,1966,1803683
LBY,1967,1878877
LBY,1968,1958914
LBY,1969,2043818
LBY,1970,2133526
LBY,1971,2228146
LBY,1972,2327490
LBY,1973,2430755
LBY,1974,2536888
LBY,1975,2645139
LBY,1976,2754696
LBY,1977,2865637
LBY,1978,2979093
LBY,1979,3096729
LBY,1980,3219466
LBY,1981,3347781
LBY,1982,3480454
LBY,1983,3614689
LBY,1984,3746715
LBY,1985,3873781
LBY,1986,3994591
LBY,1987,4109703
LBY,1988,4220418
LBY,1989,4328914
LBY,1990,4436661
LBY,1991,4544293
LBY,1992,4651004
LBY,1993,4755289
LBY,1994,4855003
LBY,1995,4948798
LBY,1996,5035884
LBY,1997,5117269
LBY,1998,5195502
LBY,1999,5274163
LBY,2000,5355751
LBY,2001,5440566
LBY,2002,5527515
LBY,2003,5615952
LBY,2004,5704759
LBY,2005,5792688
LBY,2006,5881435
LBY,2007,5970362
LBY,2008,6053078
LBY,2009,6121053
LBY,2010,6169140
LBY,2011,6193501
LBY,2012,6198258
LBY,2013,6195970
LBY,2014,6204108
LBY,2015,6234955
LBY,2016,6293253
LBY,2017,6374616
LCA,1960,89897
LCA,1961,90914
LCA,1962,92084
LCA,1963,93399
LCA,1964,94814
LCA,1965,96302
LCA,1966,97881
LCA,1967,99527
LCA,1968,101179
LCA,1969,102749
LCA,1970,104160
LCA,1971,105390
LCA,1972,106455
LCA,1973,107466
LCA,1974,108532
LCA,1975,109769
LCA,1976,111208
LCA,1977,112831
LCA,1978,114546
LCA,1979,116290
LCA,1980,117987
LCA,1981,119594
LCA,1982,121154
LCA,1983,122740
LCA,1984,124468
LCA,1985,126418
LCA,1986,128619
LCA,1987,131034
LCA,1988,133533
LCA,1989,135956
LCA,1990,138185
LCA,1991,140156
LCA,1992,141925
LCA,1993,143565
LCA,1994,145247
LCA,1995,147044
LCA,1996,149004
LCA,1997,151086
LCA,1998,153183
LCA,1999,155172
LCA,2000,156949
LCA,2001,158464
LCA,2002,159763
LCA,2003,160973
LCA,2004,162251
LCA,2005,163714
LCA,2006,165407
LCA,2007,167288
LCA,2008,169220
LCA,2009,171022
LCA,2010,172580
LCA,2011,173832
LCA,2012,174835
LCA,2013,175660
LCA,2014,176421
LCA,2015,177206
LCA,2016,178015
LCA,2017,178844
LCN,1960,220434662
LCN,1961,226564469
LCN,1962,232897323
LCN,1963,239401268
LCN,1964,246016368
LCN,1965,252710310
LCN,1966,259468669
LCN,1967,266295880
LCN,1968,273209036
LCN,1969,280225795
LCN,1970,287361389
LCN,1971,294620137
LCN,1972,301984430
LCN,1973,309446959
LCN,1974,316987646
LCN,1975,324590837
LCN,1976,332247800
LCN,1977,339956419
LCN,1978,347735305
LCN,1979,355593111
LCN,1980,363543431
LCN,1981,371580994
LCN,1982,379697683
LCN,1983,387868173
LCN,1984,396059351
LCN,1985,404246768
LCN,1986,412413602
LCN,1987,420560827
LCN,1988,428701267
LCN,1989,436857131
LCN,1990,445044474
LCN,1991,453251622
LCN,1992,461466819
LCN,1993,469673465
LCN,1994,477832467
LCN,1995,485913138
LCN,1996,493920488
LCN,1997,501837820
LCN,1998,509664957
LCN,1999,517324344
LCN,2000,524829251
LCN,2001,532172709
LCN,2002,539372044
LCN,2003,546478662
LCN,2004,553563090
LCN,2005,560673962
LCN,2006,567821716
LCN,2007,574994397
LCN,2008,582179826
LCN,2009,589349327
LCN,2010,596478519
LCN,2011,603537118
LCN,2012,610547919
LCN,2013,617495658
LCN,2014,624335544
LCN,2015,631062657
LCN,2016,637663890
LCN,2017,644137666
LDC,1960,240742196
LDC,1961,246406470
LDC,1962,252264341
LDC,1963,258352723
LDC,1964,264721836
LDC,1965,271400502
LDC,1966,278419926
LDC,1967,285751541
LDC,1968,293292818
LDC,1969,300902584
LDC,1970,308486373
LDC,1971,316004632
LDC,1972,323506502
LDC,1973,331095229
LDC,1974,338920295
LDC,1975,347093126
LDC,1976,355653610
LDC,1977,364581154
LDC,1978,373854416
LDC,1979,383429856
LDC,1980,393279303
LDC,1981,403408681
LDC,1982,413846599
LDC,1983,424613917
LDC,1984,435737690
LDC,1985,447240981
LDC,1986,459115735
LDC,1987,471364938
LDC,1988,484033065
LDC,1989,497176877
LDC,1990,510827576
LDC,1991,525020368
LDC,1992,539720450
LDC,1993,554804181
LDC,1994,570101958
LDC,1995,585496175
LDC,1996,600926162
LDC,1997,616437048
LDC,1998,632146821
LDC,1999,648229112
LDC,2000,664804763
LDC,2001,681932226
LDC,2002,699560739
LDC,2003,717572892
LDC,2004,735796583
LDC,2005,754118072
LDC,2006,772488966
LDC,2007,790978141
LDC,2008,809730997
LDC,2009,828953320
LDC,2010,848791962
LDC,2011,869298106
LDC,2012,890423474
LDC,2013,912093996
LDC,2014,934192321
LDC,2015,956631108
LDC,2016,979387925
LDC,2017,1002485957
LIC,1960,166502848
LIC,1961,170210778
LIC,1962,174013498
LIC,1963,177950312
LIC,1964,182077594
LIC,1965,186434685
LIC,1966,191035377
LIC,1967,195863148
LIC,1968,200890086
LIC,1969,206074326
LIC,1970,211385069
LIC,1971,216814959
LIC,1972,222372305
LIC,1973,228060405
LIC,1974,233887209
LIC,1975,239859140
LIC,1976,245986989
LIC,1977,252271835
LIC,1978,258700456
LIC,1979,265253926
LIC,1980,271925904
LIC,1981,278716283
LIC,1982,285653497
LIC,1983,292795982
LIC,1984,300220347
LIC,1985,307987034
LIC,1986,316105719
LIC,1987,324577008
LIC,1988,333438165
LIC,1989,342729958
LIC,1990,352473181
LIC,1991,362705618
LIC,1992,373402947
LIC,1993,384447813
LIC,1994,395678396
LIC,1995,406983803
LIC,1996,418317960
LIC,1997,429730581
LIC,1998,441325367
LIC,1999,453254723
LIC,2000,465631330
LIC,2001,478477973
LIC,2002,491764952
LIC,2003,505488618
LIC,2004,519630935
LIC,2005,534172627
LIC,2006,549135479
LIC,2007,564514253
LIC,2008,580229110
LIC,2009,596172925
LIC,2010,612274687
LIC,2011,628504663
LIC,2012,644901894
LIC,2013,661550623
LIC,2014,678572076
LIC,2015,696058453
LIC,2016,714022293
LIC,2017,732448558
LIE,1960,16495
LIE,1961,16894
LIE,1962,17290
LIE,1963,17718
LIE,1964,18170
LIE,1965,18649
LIE,1966,19153
LIE,1967,19691
LIE,1968,20236
LIE,1969,20765
LIE,1970,21265
LIE,1971,21726
LIE,1972,22151
LIE,1973,22563
LIE,1974,22981
LIE,1975,23432
LIE,1976,23926
LIE,1977,24440
LIE,1978,24962
LIE,1979,25447
LIE,1980,25866
LIE,1981,26224
LIE,1982,26515
LIE,1983,26765
LIE,1984,27011
LIE,1985,27257
LIE,1986,27524
LIE,1987,27802
LIE,1988,28095
LIE,1989,28407
LIE,1990,28747
LIE,1991,29108
LIE,1992,29497
LIE,1993,29919
LIE,1994,30365
LIE,1995,30833
LIE,1996,31325
LIE,1997,31838
LIE,1998,32355
LIE,1999,32842
LIE,2000,33286
LIE,2001,33671
LIE,2002,34018
LIE,2003,34321
LIE,2004,34596
LIE,2005,34852
LIE,2006,35095
LIE,2007,35322
LIE,2008,35541
LIE,2009,35766
LIE,2010,36003
LIE,2011,36264
LIE,2012,36545
LIE,2013,36834
LIE,2014,37127
LIE,2015,37403
LIE,2016,37666
LIE,2017,37922
LKA,1960,9874481
LKA,1961,10111646
LKA,1962,10352188
LKA,1963,10597520
LKA,1964,10849979
LKA,1965,11110828
LKA,1966,11380683
LKA,1967,11657660
LKA,1968,11937611
LKA,1969,12214968
LKA,1970,12485756
LKA,1971,12747842
LKA,1972,13002275
LKA,1973,13252087
LKA,1974,13501986
LKA,1975,13755161
LKA,1976,14012817
LKA,1977,14273272
LKA,1978,14533376
LKA,1979,14788607
LKA,1980,15035856
LKA,1981,15273391
LKA,1982,15502515
LKA,1983,15726802
LKA,1984,15951422
LKA,1985,16179796
LKA,1986,16412711
LKA,1987,16647945
LKA,1988,16882189
LKA,1989,17110713
LKA,1990,17329713
LKA,1991,17539633
LKA,1992,17740637
LKA,1993,17928576
LKA,1994,18098348
LKA,1995,18247121
LKA,1996,18372120
LKA,1997,18476505
LKA,1998,18570701
LKA,1999,18669103
LKA,2000,18781938
LKA,2001,18913054
LKA,2002,19059300
LKA,2003,19215307
LKA,2004,19372538
LKA,2005,19524558
LKA,2006,19670151
LKA,2007,19810789
LKA,2008,19945832
LKA,2009,20075086
LKA,2010,20198353
LKA,2011,20315017
LKA,2012,20425000
LKA,2013,20585000
LKA,2014,20771000
LKA,2015,20966000
LKA,2016,21203000
LKA,2017,21444000
LMC,1960,934586665
LMC,1961,955943402
LMC,1962,978033376
LMC,1963,1000820431
LMC,1964,1024253768
LMC,1965,1048295050
LMC,1966,1072942964
LMC,1967,1098201811
LMC,1968,1124070988
LMC,1969,1150552380
LMC,1970,1177647344
LMC,1971,1205371089
LMC,1972,1233747550
LMC,1973,1262818780
LMC,1974,1292662974
LMC,1975,1323320387
LMC,1976,1354785257
LMC,1977,1387056884
LMC,1978,1420226130
LMC,1979,1454422088
LMC,1980,1489702291
LMC,1981,1526127019
LMC,1982,1563490212
LMC,1983,1601718966
LMC,1984,1640549014
LMC,1985,1679742957
LMC,1986,1719270442
LMC,1987,1759107373
LMC,1988,1799200488
LMC,1989,1839450536
LMC,1990,1881674731
LMC,1991,1921978997
LMC,1992,1962374702
LMC,1993,2002605779
LMC,1994,2042431452
LMC,1995,2082090008
LMC,1996,2121803515
LMC,1997,2161549857
LMC,1998,2201139625
LMC,1999,2240561424
LMC,2000,2280235216
LMC,2001,2320035800
LMC,2002,2359924081
LMC,2003,2399909122
LMC,2004,2439908661
LMC,2005,2479864962
LMC,2006,2519781995
LMC,2007,2559728298
LMC,2008,2599821177
LMC,2009,2640211692
LMC,2010,2681264749
LMC,2011,2722672277
LMC,2012,2764105969
LMC,2013,2805845772
LMC,2014,2847559084
LMC,2015,2889349899
LMC,2016,2931075528
LMC,2017,2972642807
LMY,1960,2251658472
LMY,1961,2281121660
LMY,1962,2323867572
LMY,1963,2378831151
LMY,1964,2434305162
LMY,1965,2491585633
LMY,1966,2552655971
LMY,1967,2613784631
LMY,1968,2676648622
LMY,1969,2741954619
LMY,1970,2808966620
LMY,1971,2877389252
LMY,1972,2944882224
LMY,1973,3012331276
LMY,1974,3079360312
LMY,1975,3145167184
LMY,1976,3210476025
LMY,1977,3275314891
LMY,1978,3341275682
LMY,1979,3408720998
LMY,1980,3477109502
LMY,1981,3547464632
LMY,1982,3621125345
LMY,1983,3695912147
LMY,1984,3770747360
LMY,1985,3847060142
LMY,1986,3925562597
LMY,1987,4006194718
LMY,1988,4087603622
LMY,1989,4168715794
LMY,1990,4250768747
LMY,1991,4329689211
LMY,1992,4407097054
LMY,1993,4483624608
LMY,1994,4559643731
LMY,1995,4635235786
LMY,1996,4710560456
LMY,1997,4785830332
LMY,1998,4860402272
LMY,1999,4933815918
LMY,2000,5006672528
LMY,2001,5078705169
LMY,2002,5150230538
LMY,2003,5221946114
LMY,2004,5293853508
LMY,2005,5366142729
LMY,2006,5438568259
LMY,2007,5511067338
LMY,2008,5584333697
LMY,2009,5658778430
LMY,2010,5734082511
LMY,2011,5810352625
LMY,2012,5887499549
LMY,2013,5965580605
LMY,2014,6044110924
LMY,2015,6122845409
LMY,2016,6202019744
LMY,2017,6281293921
LSO,1960,851591
LSO,1961,866462
LSO,1962,882170
LSO,1963,898647
LSO,1964,915822
LSO,1965,933655
LSO,1966,952206
LSO,1967,971512
LSO,1968,991491
LSO,1969,1012015
LSO,1970,1033050
LSO,1971,1054453
LSO,1972,1076340
LSO,1973,1099235
LSO,1974,1123855
LSO,1975,1150635
LSO,1976,1179723
LSO,1977,1210799
LSO,1978,1243352
LSO,1979,1276663
LSO,1980,1310118
LSO,1981,1343690
LSO,1982,1377346
LSO,1983,1410439
LSO,1984,1442212
LSO,1985,1472192
LSO,1986,1499861
LSO,1987,1525460
LSO,1988,1550262
LSO,1989,1576022
LSO,1990,1603938
LSO,1991,1634517
LSO,1992,1667121
LSO,1993,1700362
LSO,1994,1732257
LSO,1995,1761359
LSO,1996,1787273
LSO,1997,1810453
LSO,1998,1831298
LSO,1999,1850527
LSO,2000,1868699
LSO,2001,1885955
LSO,2002,1902312
LSO,2003,1918097
LSO,2004,1933728
LSO,2005,1949543
LSO,2006,1965662
LSO,2007,1982287
LSO,2008,1999930
LSO,2009,2019209
LSO,2010,2040551
LSO,2011,2064166
LSO,2012,2089928
LSO,2013,2117361
LSO,2014,2145785
LSO,2015,2174645
LSO,2016,2203821
LSO,2017,2233339
LTE,1960,1097220852
LTE,1961,1099620212
LTE,1962,1114283229
LTE,1963,1140272235
LTE,1964,1165840067
LTE,1965,1192149720
LTE,1966,1221225432
LTE,1967,1249470063
LTE,1968,1278513440
LTE,1969,1309029590
LTE,1970,1340215315
LTE,1971,1371933906
LTE,1972,1401978588
LTE,1973,1431051239
LTE,1974,1458706490
LTE,1975,1484121802
LTE,1976,1508004795
LTE,1977,1530338921
LTE,1978,1552623958
LTE,1979,1575117475
LTE,1980,1597224701
LTE,1981,1619887922
LTE,1982,1644667178
LTE,1983,1669422093
LTE,1984,1693279210
LTE,1985,1717861954
LTE,1986,1743894299
LTE,1987,1771336115
LTE,1988,1798912093
LTE,1989,1825740671
LTE,1990,1851248918
LTE,1991,1875124381
LTE,1992,1895051479
LTE,1993,1915919207
LTE,1994,1936316441
LTE,1995,1957770830
LTE,1996,1977094618
LTE,1997,1996172104
LTE,1998,2014525994
LTE,1999,2031620012
LTE,2000,2047187331
LTE,2001,2061986736
LTE,2002,2075912406
LTE,2003,2089475459
LTE,2004,2102909369
LTE,2005,2116451896
LTE,2006,2129839624
LTE,2007,2142908325
LTE,2008,2156164379
LTE,2009,2169773889
LTE,2010,2182871640
LTE,2011,2196130364
LTE,2012,2209708504
LTE,2013,2223457388
LTE,2014,2237241890
LTE,2015,2250812795
LTE,2016,2264568981
LTE,2017,2278227192
LTU,1960,2778550
LTU,1961,2823550
LTU,1962,2863350
LTU,1963,2898950
LTU,1964,2935200
LTU,1965,2971450
LTU,1966,3008050
LTU,1967,3044400
LTU,1968,3078850
LTU,1969,3107321
LTU,1970,3139689
LTU,1971,3179041
LTU,1972,3213622
LTU,1973,3244438
LTU,1974,3273894
LTU,1975,3301652
LTU,1976,3328664
LTU,1977,3355036
LTU,1978,3379514
LTU,1979,3397842
LTU,1980,3413202
LTU,1981,3432947
LTU,1982,3457179
LTU,1983,3485192
LTU,1984,3514205
LTU,1985,3544543
LTU,1986,3578914
LTU,1987,3616367
LTU,1988,3655049
LTU,1989,3684255
LTU,1990,3697838
LTU,1991,3704134
LTU,1992,3700114
LTU,1993,3682613
LTU,1994,3657144
LTU,1995,3629102
LTU,1996,3601613
LTU,1997,3575137
LTU,1998,3549331
LTU,1999,3524238
LTU,2000,3499536
LTU,2001,3470818
LTU,2002,3443067
LTU,2003,3415213
LTU,2004,3377075
LTU,2005,3322528
LTU,2006,3269909
LTU,2007,3231294
LTU,2008,3198231
LTU,2009,3162916
LTU,2010,3097282
LTU,2011,3028115
LTU,2012,2987773
LTU,2013,2957689
LTU,2014,2932367
LTU,2015,2904910
LTU,2016,2868231
LTU,2017,2827721
LUX,1960,313970
LUX,1961,316845
LUX,1962,320750
LUX,1963,324100
LUX,1964,327750
LUX,1965,331500
LUX,1966,333895
LUX,1967,334995
LUX,1968,335850
LUX,1969,337500
LUX,1970,339171
LUX,1971,342421
LUX,1972,346600
LUX,1973,350450
LUX,1974,355050
LUX,1975,358950
LUX,1976,360731
LUX,1977,361358
LUX,1978,362007
LUX,1979,362856
LUX,1980,364150
LUX,1981,365225
LUX,1982,365525
LUX,1983,365622
LUX,1984,365998
LUX,1985,366706
LUX,1986,368355
LUX,1987,370750
LUX,1988,373450
LUX,1989,377100
LUX,1990,381850
LUX,1991,387000
LUX,1992,392175
LUX,1993,397475
LUX,1994,402925
LUX,1995,408625
LUX,1996,414225
LUX,1997,419450
LUX,1998,424700
LUX,1999,430475
LUX,2000,436300
LUX,2001,441525
LUX,2002,446175
LUX,2003,451630
LUX,2004,458095
LUX,2005,465158
LUX,2006,472637
LUX,2007,479993
LUX,2008,488650
LUX,2009,497783
LUX,2010,506953
LUX,2011,518347
LUX,2012,530946
LUX,2013,543360
LUX,2014,556319
LUX,2015,569604
LUX,2016,582014
LUX,2017,599449
LVA,1960,2120979
LVA,1961,2152681
LVA,1962,2181586
LVA,1963,2210919
LVA,1964,2240623
LVA,1965,2265919
LVA,1966,2283217
LVA,1967,2301220
LVA,1968,2323619
LVA,1969,2343173
LVA,1970,2359164
LVA,1971,2376389
LVA,1972,2395674
LVA,1973,2415819
LVA,1974,2437186
LVA,1975,2456130
LVA,1976,2470989
LVA,1977,2485073
LVA,1978,2497921
LVA,1979,2505953
LVA,1980,2511701
LVA,1981,2519421
LVA,1982,2531080
LVA,1983,2546011
LVA,1984,2562047
LVA,1985,2578873
LVA,1986,2599892
LVA,1987,2626583
LVA,1988,2653434
LVA,1989,2666955
LVA,1990,2663151
LVA,1991,2650581
LVA,1992,2614338
LVA,1993,2563290
LVA,1994,2520742
LVA,1995,2485056
LVA,1996,2457222
LVA,1997,2432851
LVA,1998,2410019
LVA,1999,2390482
LVA,2000,2367550
LVA,2001,2337170
LVA,2002,2310173
LVA,2003,2287955
LVA,2004,2263122
LVA,2005,2238799
LVA,2006,2218357
LVA,2007,2200325
LVA,2008,2177322
LVA,2009,2141669
LVA,2010,2097555
LVA,2011,2059709
LVA,2012,2034319
LVA,2013,2012647
LVA,2014,1993782
LVA,2015,1977527
LVA,2016,1959537
LVA,2017,1940740
MAC,1960,167796
MAC,1961,170465
MAC,1962,176188
MAC,1963,184250
MAC,1964,193563
MAC,1965,203231
MAC,1966,213196
MAC,1967,223420
MAC,1968,233004
MAC,1969,240842
MAC,1970,246195
MAC,1971,248739
MAC,1972,248767
MAC,1973,246947
MAC,1974,244284
MAC,1975,241628
MAC,1976,239085
MAC,1977,236695
MAC,1978,235198
MAC,1979,235479
MAC,1980,238118
MAC,1981,243427
MAC,1982,251219
MAC,1983,260997
MAC,1984,271993
MAC,1985,283581
MAC,1986,295677
MAC,1987,308275
MAC,1988,320877
MAC,1989,332901
MAC,1990,343935
MAC,1991,353764
MAC,1992,362459
MAC,1993,370345
MAC,1994,377960
MAC,1995,385686
MAC,1996,393567
MAC,1997,401564
MAC,1998,409837
MAC,1999,418604
MAC,2000,427979
MAC,2001,438081
MAC,2002,448896
MAC,2003,460147
MAC,2004,471453
MAC,2005,482559
MAC,2006,493320
MAC,2007,503823
MAC,2008,514348
MAC,2009,525313
MAC,2010,536969
MAC,2011,549439
MAC,2012,562531
MAC,2013,575841
MAC,2014,588781
MAC,2015,600942
MAC,2016,612167
MAC,2017,622567
MAF,1960,4279
MAF,1961,4453
MAF,1962,4566
MAF,1963,4656
MAF,1964,4748
MAF,1965,4841
MAF,1966,4936
MAF,1967,5033
MAF,1968,5161
MAF,1969,5303
MAF,1970,5450
MAF,1971,5601
MAF,1972,5756
MAF,1973,5915
MAF,1974,6078
MAF,1975,6291
MAF,1976,6530
MAF,1977,6778
MAF,1978,7035
MAF,1979,7303
MAF,1980,7580
MAF,1981,7868
MAF,1982,8670
MAF,1983,10547
MAF,1984,12790
MAF,1985,15392
MAF,1986,18337
MAF,1987,21628
MAF,1988,24873
MAF,1989,27676
MAF,1990,30036
MAF,1991,31821
MAF,1992,32892
MAF,1993,33238
MAF,1994,33098
MAF,1995,32712
MAF,1996,32102
MAF,1997,31304
MAF,1998,30358
MAF,1999,29305
MAF,2000,28384
MAF,2001,27782
MAF,2002,27450
MAF,2003,27363
MAF,2004,27514
MAF,2005,27906
MAF,2006,28414
MAF,2007,28905
MAF,2008,29376
MAF,2009,29820
MAF,2010,30235
MAF,2011,30615
MAF,2012,30959
MAF,2013,31264
MAF,2014,31530
MAF,2015,31754
MAF,2016,31949
MAF,2017,32125
MAR,1960,12328532
MAR,1961,12710547
MAR,1962,13094818
MAR,1963,13478232
MAR,1964,13857142
MAR,1965,14229044
MAR,1966,14593284
MAR,1967,14950803
MAR,1968,15302947
MAR,1969,15651924
MAR,1970,16000008
MAR,1971,16347198
MAR,1972,16695003
MAR,1973,17049165
MAR,1974,17416964
MAR,1975,17803698
MAR,1976,18210754
MAR,1977,18636977
MAR,1978,19081718
MAR,1979,19543347
MAR,1980,20019847
MAR,1981,20511601
MAR,1982,21016818
MAR,1983,21528502
MAR,1984,22037610
MAR,1985,22537376
MAR,1986,23023935
MAR,1987,23497766
MAR,1988,23961820
MAR,1989,24421191
MAR,1990,24879136
MAR,1991,25336862
MAR,1992,25791494
MAR,1993,26237417
MAR,1994,26667048
MAR,1995,27075232
MAR,1996,27460603
MAR,1997,27825901
MAR,1998,28175263
MAR,1999,28514798
MAR,2000,28849621
MAR,2001,29181832
MAR,2002,29512368
MAR,2003,29843937
MAR,2004,30179285
MAR,2005,30521070
MAR,2006,30869346
MAR,2007,31225881
MAR,2008,31596855
MAR,2009,31989897
MAR,2010,32409639
MAR,2011,32858823
MAR,2012,33333789
MAR,2013,33824769
MAR,2014,34318082
MAR,2015,34803322
MAR,2016,35276786
MAR,2017,35739580
MCO,1960,22452
MCO,1961,22808
MCO,1962,23039
MCO,1963,23168
MCO,1964,23236
MCO,1965,23282
MCO,1966,23305
MCO,1967,23292
MCO,1968,23304
MCO,1969,23346
MCO,1970,23484
MCO,1971,23720
MCO,1972,24051
MCO,1973,24439
MCO,1974,24835
MCO,1975,25197
MCO,1976,25523
MCO,1977,25809
MCO,1978,26087
MCO,1979,26395
MCO,1980,26745
MCO,1981,27164
MCO,1982,27624
MCO,1983,28095
MCO,1984,28512
MCO,1985,28835
MCO,1986,29041
MCO,1987,29172
MCO,1988,29235
MCO,1989,29312
MCO,1990,29439
MCO,1991,29624
MCO,1992,29863
MCO,1993,30138
MCO,1994,30427
MCO,1995,30691
MCO,1996,30967
MCO,1997,31251
MCO,1998,31523
MCO,1999,31800
MCO,2000,32082
MCO,2001,32360
MCO,2002,32629
MCO,2003,32933
MCO,2004,33314
MCO,2005,33793
MCO,2006,34408
MCO,2007,35111
MCO,2008,35853
MCO,2009,36534
MCO,2010,37094
MCO,2011,37497
MCO,2012,37783
MCO,2013,37971
MCO,2014,38132
MCO,2015,38307
MCO,2016,38499
MCO,2017,38695
MDA,1960,2544000
MDA,1961,2605000
MDA,1962,2664000
MDA,1963,2721000
MDA,1964,2774000
MDA,1965,2825000
MDA,1966,2873000
MDA,1967,2918000
MDA,1968,2960000
MDA,1969,3002000
MDA,1970,3044000
MDA,1971,3088000
MDA,1972,3131000
MDA,1973,3174000
MDA,1974,3215000
MDA,1975,3251000
MDA,1976,3284000
MDA,1977,3312000
MDA,1978,3339000
MDA,1979,3366000
MDA,1980,3396000
MDA,1981,3429000
MDA,1982,3464000
MDA,1983,3500000
MDA,1984,3536000
MDA,1985,3570000
MDA,1986,3602000
MDA,1987,3633000
MDA,1988,3660000
MDA,1989,3681000
MDA,1990,3696000
MDA,1991,3704000
MDA,1992,3706000
MDA,1993,3701000
MDA,1994,3691000
MDA,1995,3675099
MDA,1996,3667748
MDA,1997,3654208
MDA,1998,3652732
MDA,1999,3647001
MDA,2000,3639592
MDA,2001,3631462
MDA,2002,3623062
MDA,2003,3612874
MDA,2004,3603945
MDA,2005,3595187
MDA,2006,3585209
MDA,2007,3576910
MDA,2008,3570108
MDA,2009,3565604
MDA,2010,3562045
MDA,2011,3559986
MDA,2012,3559519
MDA,2013,3558566
MDA,2014,3556397
MDA,2015,3554108
MDA,2016,3551954
MDA,2017,3549750
MDG,1960,5099373
MDG,1961,5223568
MDG,1962,5352503
MDG,1963,5486319
MDG,1964,5625164
MDG,1965,5769218
MDG,1966,5918595
MDG,1967,6073526
MDG,1968,6234465
MDG,1969,6401921
MDG,1970,6576305
MDG,1971,6757850
MDG,1972,6946620
MDG,1973,7142627
MDG,1974,7345780
MDG,1975,7556026
MDG,1976,7773449
MDG,1977,7998164
MDG,1978,8230218
MDG,1979,8469672
MDG,1980,8716553
MDG,1981,8971345
MDG,1982,9234129
MDG,1983,9504281
MDG,1984,9780872
MDG,1985,10063495
MDG,1986,10352120
MDG,1987,10647754
MDG,1988,10952395
MDG,1989,11268658
MDG,1990,11598633
MDG,1991,11942819
MDG,1992,12301336
MDG,1993,12675460
MDG,1994,13066543
MDG,1995,13475400
MDG,1996,13902688
MDG,1997,14347854
MDG,1998,14808791
MDG,1999,15282521
MDG,2000,15766806
MDG,2001,16260932
MDG,2002,16765117
MDG,2003,17279141
MDG,2004,17802997
MDG,2005,18336724
MDG,2006,18880268
MDG,2007,19433523
MDG,2008,19996469
MDG,2009,20569121
MDG,2010,21151640
MDG,2011,21743949
MDG,2012,22346573
MDG,2013,22961146
MDG,2014,23589801
MDG,2015,24234088
MDG,2016,24894551
MDG,2017,25570895
MDV,1960,89887
MDV,1961,92350
MDV,1962,94938
MDV,1963,97584
MDV,1964,100214
MDV,1965,102766
MDV,1966,105190
MDV,1967,107538
MDV,1968,109959
MDV,1969,112651
MDV,1970,115768
MDV,1971,119378
MDV,1972,123441
MDV,1973,127791
MDV,1974,132195
MDV,1975,136519
MDV,1976,140665
MDV,1977,144736
MDV,1978,148892
MDV,1979,153386
MDV,1980,158385
